dataset	location	time_period	horizon_distance	q_10	q_25	q_50	q_75	q_90	split_period	data_type	disease_cases
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-09-01	3.0	0.0	1.0	7.0	23.25	64.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-10-01	1.0	0.0	1.0	8.0	36.25	78.10000000000002	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-10-01	2.0	0.0	1.0	7.0	28.0	71.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-10-01	3.0	0.0	1.0	7.0	27.0	66.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-11-01	2.0	0.0	0.0	5.5	19.0	45.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-11-01	3.0	0.0	0.0	4.0	13.0	31.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-AT	2010-12-01	3.0	0.0	0.0	5.0	20.0	49.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-04-01	1.0	0.0	0.0	1.0	5.0	11.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-05-01	1.0	0.0	1.0	5.0	23.0	55.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-05-01	2.0	0.0	0.0	3.0	15.0	40.10000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-06-01	1.0	0.0	1.0	10.0	44.25	99.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-06-01	2.0	0.0	1.0	11.0	48.0	101.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-06-01	3.0	0.0	1.0	7.0	27.0	66.20000000000005	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-07-01	1.0	0.0	2.0	15.0	63.0	144.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-07-01	2.0	0.0	1.75	12.0	47.0	118.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-07-01	3.0	0.0	1.0	10.0	41.0	106.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-08-01	1.0	0.0	2.0	15.0	58.0	147.4000000000001	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-08-01	2.0	0.0	1.0	10.0	43.0	102.20000000000005	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-08-01	3.0	0.0	1.0	7.0	31.0	83.10000000000002	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-09-01	1.0	0.0	1.0	12.5	47.0	111.10000000000002	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-09-01	2.0	0.0	2.0	12.0	49.25	105.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-09-01	3.0	0.0	1.0	7.0	27.0	69.10000000000002	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-10-01	1.0	0.0	1.0	10.0	43.0	100.10000000000002	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-10-01	2.0	0.0	1.0	7.0	35.0	81.10000000000002	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-10-01	3.0	0.0	1.0	5.0	24.0	64.10000000000002	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-11-01	2.0	0.0	0.0	4.0	15.0	37.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-11-01	3.0	0.0	0.0	3.0	11.0	29.100000000000023	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BK	2010-12-01	3.0	0.0	0.0	2.0	9.0	21.100000000000023	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-04-01	1.0	0.0	2.0	20.0	86.0	188.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-05-01	1.0	0.9000000000000057	13.0	85.5	358.5	816.6000000000004	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-05-01	2.0	1.0	9.0	74.5	285.25	631.4000000000001	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-06-01	1.0	1.0	16.0	154.0	564.0	1371.4	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-06-01	2.0	2.0	22.0	139.0	561.5	1431.7000000000003	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-06-01	3.0	1.0	16.0	120.0	434.25	1081.3000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-07-01	1.0	2.0	31.0	256.5	1005.75	2301.2000000000003	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-07-01	2.0	2.0	41.0	255.5	985.25	2332.9000000000005	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-07-01	3.0	2.0	23.75	229.0	954.5	2327.1	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-08-01	1.0	4.0	45.0	315.0	1225.75	2883.7000000000003	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-08-01	2.0	2.0	36.75	258.5	962.25	2306.500000000001	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-08-01	3.0	2.0	26.75	215.0	960.0	2407.1	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-09-01	1.0	3.0	47.0	353.5	1256.75	3198.8	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-09-01	2.0	2.0	27.75	201.5	994.5	2511.1000000000004	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-09-01	3.0	2.0	28.0	212.5	811.25	2056.5	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-10-01	1.0	2.0	39.75	279.5	1091.5	2523.7000000000007	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-10-01	2.0	2.0	29.0	259.5	984.5	2401.8	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-10-01	3.0	3.0	31.0	221.0	807.0	1773.7000000000003	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-11-01	2.0	1.0	15.75	111.0	462.0	1102.5	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-11-01	3.0	1.0	13.75	91.5	364.5	917.4000000000001	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-BL	2010-12-01	3.0	0.0	8.0	62.0	255.5	601.4000000000001	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-04-01	1.0	1.0	14.0	120.5	503.0	1213.3000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-05-01	1.0	4.0	57.5	378.5	1500.25	3241.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-05-01	2.0	1.0	28.5	270.0	1102.0	2923.7000000000003	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-06-01	1.0	4.0	54.0	413.5	1614.0	4004.8	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-06-01	2.0	2.0	44.75	375.0	1819.0	4184.2	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-06-01	3.0	3.9000000000000057	58.0	381.0	1483.5	3350.7000000000007	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-07-01	1.0	6.0	58.5	407.0	1612.5	3715.1	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-07-01	2.0	6.0	48.0	426.0	1630.0	3795.6000000000004	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-07-01	3.0	6.0	58.0	337.5	1499.0	3248.3000000000006	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-08-01	1.0	3.9000000000000057	49.75	330.0	1346.25	3148.1	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-08-01	2.0	3.0	33.0	269.5	1038.0	2358.7000000000003	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-08-01	3.0	1.0	29.75	282.0	1019.25	2583.2	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-09-01	1.0	3.0	36.0	272.5	1078.25	2698.6000000000004	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-09-01	2.0	1.0	27.75	228.0	872.5	2232.9000000000005	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-09-01	3.0	3.0	30.0	207.0	796.25	1839.6000000000004	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-10-01	1.0	3.0	33.0	236.5	987.0	2253.2	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-10-01	2.0	2.0	30.0	199.5	754.5	1602.2000000000003	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-10-01	3.0	3.0	26.0	190.0	734.25	1752.3000000000002	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-11-01	2.0	1.0	16.0	133.5	534.0	1255.6000000000004	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-11-01	3.0	1.0	12.0	99.5	373.5	944.2	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-CH	2010-12-01	3.0	1.0	17.0	107.5	427.25	975.4000000000003	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-04-01	1.0	0.0	0.0	0.0	0.0	1.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-05-01	1.0	0.0	0.0	0.0	1.25	4.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-05-01	2.0	0.0	0.0	0.0	1.0	3.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-06-01	1.0	0.0	0.0	1.0	3.0	9.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-06-01	2.0	0.0	0.0	1.0	3.0	9.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-06-01	3.0	0.0	0.0	1.0	3.0	7.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-07-01	1.0	0.0	0.0	1.0	6.0	16.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-07-01	2.0	0.0	0.0	2.0	8.0	18.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-07-01	3.0	0.0	0.0	1.0	6.25	15.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-08-01	1.0	0.0	0.0	2.0	9.0	22.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-08-01	2.0	0.0	0.0	2.0	8.0	18.100000000000023	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-08-01	3.0	0.0	0.0	2.0	8.0	18.100000000000023	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-09-01	1.0	0.0	0.0	2.0	9.0	23.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-09-01	2.0	0.0	0.0	2.0	8.0	19.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-09-01	3.0	0.0	0.0	1.0	5.0	14.100000000000023	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-10-01	1.0	0.0	0.0	2.0	6.0	14.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-10-01	2.0	0.0	0.0	1.0	5.0	13.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-10-01	3.0	0.0	0.0	1.0	5.0	11.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-11-01	2.0	0.0	0.0	0.0	2.0	6.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-11-01	3.0	0.0	0.0	0.0	2.0	4.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-HO	2010-12-01	3.0	0.0	0.0	0.0	1.0	3.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-04-01	1.0	0.0	1.0	10.0	34.0	75.10000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-05-01	1.0	0.0	5.0	33.0	150.25	364.30000000000007	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-05-01	2.0	0.0	4.0	32.5	130.0	283.30000000000007	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-06-01	1.0	0.0	6.0	50.0	204.25	475.1	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-06-01	2.0	0.0	7.0	61.0	233.5	540.9000000000002	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-06-01	3.0	0.0	6.0	45.0	170.0	430.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-07-01	1.0	0.0	8.0	81.0	342.0	900.4000000000001	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-07-01	2.0	0.0	10.0	75.5	308.5	809.8000000000002	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-07-01	3.0	0.0	7.75	69.5	330.25	759.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-08-01	1.0	0.0	10.0	107.0	403.0	934.2	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-08-01	2.0	1.0	8.0	84.5	310.0	808.3000000000001	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-08-01	3.0	0.0	10.0	67.5	296.0	759.1000000000005	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-09-01	1.0	1.0	11.0	93.5	357.25	943.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-09-01	2.0	1.0	11.0	89.0	319.5	706.5000000000001	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-09-01	3.0	0.0	7.0	47.0	196.0	498.4000000000001	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-10-01	1.0	1.0	9.0	78.0	305.75	747.7000000000004	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-10-01	2.0	1.0	11.0	70.5	255.25	590.5000000000001	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-10-01	3.0	0.0	9.0	66.0	246.0	586.6000000000001	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-11-01	2.0	0.0	3.0	35.5	133.25	325.1	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-11-01	3.0	0.0	3.0	26.0	113.25	273.20000000000005	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-KH	2010-12-01	3.0	0.0	4.0	22.0	72.25	165.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-04-01	1.0	0.0	0.0	0.0	1.0	2.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-05-01	1.0	0.0	0.0	1.0	4.0	10.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-05-01	2.0	0.0	0.0	0.0	2.0	6.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-06-01	1.0	0.0	0.0	2.0	7.0	16.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-06-01	2.0	0.0	0.0	1.0	6.0	15.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-06-01	3.0	0.0	0.0	1.0	4.0	10.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-07-01	1.0	0.0	0.0	3.0	11.0	25.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-07-01	2.0	0.0	0.0	2.0	9.0	21.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-07-01	3.0	0.0	0.0	2.0	8.0	19.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-08-01	1.0	0.0	0.0	3.0	11.0	26.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-08-01	2.0	0.0	0.0	2.0	8.0	22.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-08-01	3.0	0.0	0.0	1.0	7.0	17.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-09-01	1.0	0.0	0.0	2.0	9.0	22.100000000000023	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-09-01	2.0	0.0	0.0	2.0	7.0	18.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-09-01	3.0	0.0	0.0	1.0	7.0	16.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-10-01	1.0	0.0	0.0	2.0	9.0	21.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-10-01	2.0	0.0	0.0	1.0	5.0	13.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-10-01	3.0	0.0	0.0	1.0	4.0	12.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-11-01	2.0	0.0	0.0	1.0	3.0	7.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-11-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LM	2010-12-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-04-01	1.0	0.0	1.0	11.0	52.0	138.10000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-05-01	1.0	0.0	7.0	52.5	217.0	535.5000000000001	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-05-01	2.0	0.0	6.0	43.0	169.0	429.1	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-06-01	1.0	1.0	14.0	89.0	359.0	946.9000000000002	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-06-01	2.0	1.0	15.0	101.5	367.0	961.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-06-01	3.0	1.0	10.0	70.0	284.5	687.8000000000002	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-07-01	1.0	1.0	16.75	144.5	531.25	1411.4	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-07-01	2.0	2.0	23.0	130.5	529.25	1395.5	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-07-01	3.0	1.0	17.75	123.5	520.25	1409.3000000000006	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-08-01	1.0	1.0	22.75	180.5	661.25	1580.2	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-08-01	2.0	2.0	18.0	116.0	477.5	1211.3000000000002	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-08-01	3.0	1.0	14.0	114.0	475.75	1045.3000000000002	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-09-01	1.0	1.0	22.0	146.0	562.25	1281.4	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-09-01	2.0	1.0	16.0	124.0	447.75	1158.4000000000005	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-09-01	3.0	1.0	14.0	89.5	344.25	801.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-10-01	1.0	1.0	16.0	134.5	512.25	1193.6000000000001	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-10-01	2.0	1.0	14.0	94.5	349.75	834.3000000000001	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-10-01	3.0	1.0	10.0	78.0	293.0	784.2	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-11-01	2.0	1.0	7.0	53.0	196.5	509.1	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-11-01	3.0	0.0	4.0	31.0	126.5	324.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-LP	2010-12-01	3.0	0.0	4.0	29.5	124.0	287.20000000000005	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-04-01	1.0	0.0	0.0	0.0	1.0	2.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-05-01	1.0	0.0	0.0	1.0	3.0	7.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-05-01	2.0	0.0	0.0	0.0	2.0	7.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-06-01	1.0	0.0	0.0	1.0	5.0	13.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-06-01	2.0	0.0	0.0	1.0	5.0	13.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-06-01	3.0	0.0	0.0	1.0	4.0	10.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-07-01	1.0	0.0	0.0	2.0	8.0	19.100000000000023	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-07-01	2.0	0.0	0.0	2.0	8.0	18.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-07-01	3.0	0.0	0.0	1.0	7.0	16.100000000000023	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-08-01	1.0	0.0	0.0	2.0	11.0	27.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-08-01	2.0	0.0	0.0	2.0	7.0	17.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-08-01	3.0	0.0	0.0	1.0	5.0	13.0	2010-05-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-09-01	1.0	0.0	0.0	2.0	10.0	24.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-09-01	2.0	0.0	0.0	2.0	8.0	18.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-09-01	3.0	0.0	0.0	1.0	5.0	11.0	2010-06-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-10-01	1.0	0.0	0.0	2.0	10.0	22.100000000000023	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-10-01	2.0	0.0	0.0	1.0	6.0	15.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-10-01	3.0	0.0	0.0	1.0	5.0	12.0	2010-07-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-11-01	2.0	0.0	0.0	1.0	4.0	10.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-11-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-08-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-OU	2010-12-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-09-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-PH	2010-04-01	1.0	0.0	0.0	0.0	0.0	0.0	2010-03-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-PH	2010-05-01	1.0	0.0	0.0	0.0	0.0	1.0	2010-04-01	forecast	
data-180f7d164923b5f1546db930090af2d8	LA-PH	2010-05-01	2.0	0.0	0.0	0.0	0.0	1.0	2010-03-01	forecast	
