"time_period","location","disease_cases","population","mean_temperature","pdsi"
"2004-04","50001",0,130041,27.6312828063964,-1.98209011554718
"2004-05","50001",0,130041,21.5746326446533,-1.82025074958801
"2004-06","50001",0,130041,22.7985544204712,-1.73028147220612
"2004-07","50001",0,130041,22.2073955535889,-1.6008095741272
"2004-08","50001",0,130041,23.7542562484741,-1.65874934196472
"2004-09","50001",0,130041,26.994062423706,-1.769207239151
"2004-10","50001",0,130041,27.5992774963379,-1.74687647819519
"2004-11","50001",0,130041,27.3895816802979,-1.49674415588379
"2004-12","50001",0,130041,28.2867574691773,-1.36612844467163
"2005-01","50001",0,131303,27.7526359558105,-0.698656916618347
"2005-02","50001",0,131303,28.4306936264038,-1.42548561096191
"2005-03","50001",0,131303,28.0237712860107,-1.77974474430084
"2005-04","50001",0,131303,26.3184833526612,-1.50035989284515
"2005-05","50001",0,131303,24.9845895767212,-1.49117815494537
"2005-06","50001",0,131303,23.6545934677124,-1.43987035751343
"2005-07","50001",0,131303,22.1320705413818,-1.52129638195038
"2005-08","50001",0,131303,24.8557491302491,-1.78464591503143
"2005-09","50001",0,131303,23.5775327682495,-1.5086362361908
"2005-10","50001",0,131303,26.7733650207519,-1.67405879497528
"2005-11","50001",0,131303,28.1330738067627,-1.71642649173737
"2005-12","50001",0,131303,27.8046569824219,-2.40145134925842
"2006-01","50001",4,132556,28.5222492218018,-2.59977102279663
"2006-02","50001",4,132556,28.3269128799438,-1.88234400749207
"2006-03","50001",2,132556,28.0607728958129,-1.84800493717194
"2006-04","50001",0,132556,26.3151817321777,-1.68659353256226
"2006-05","50001",2,132556,22.9768781661988,-1.77094340324402
"2006-06","50001",0,132556,23.6871614456177,-1.91145944595337
"2006-07","50001",0,132556,24.3100681304932,-1.90043115615845
"2006-08","50001",0,132556,24.5474843978882,-2.04126620292664
"2006-09","50001",0,132556,25.7244920730591,-1.78978407382965
"2006-10","50001",2,132556,27.8533649444581,-0.449248760938644
"2006-11","50001",2,132556,28.0756483078003,-0.493534862995148
"2006-12","50001",2,132556,28.5723037719726,0.131344437599182
"2007-01","50001",69,129140,28.4023408889771,0.518348395824432
"2007-02","50001",122,129140,28.5358486175538,0.453438252210617
"2007-03","50001",74,129140,28.0023736953735,-0.126949891448021
"2007-04","50001",27,129140,27.3000373840332,0.0465899221599102
"2007-05","50001",5,129140,22.6269340515137,-0.365041196346283
"2007-06","50001",10,129140,22.99711227417,-0.653885364532471
"2007-07","50001",4,129140,21.2800312042236,-0.555616974830627
"2007-08","50001",1,129140,22.4233026504517,-0.765752673149109
"2007-09","50001",0,129140,28.4817094802856,-1.30029797554016
"2007-10","50001",0,129140,27.8459043502808,-0.855414986610413
"2007-11","50001",7,129140,28.0707130432129,-0.539369583129883
"2007-12","50001",7,129140,27.9166746139527,-0.0904795378446579
"2008-01","50001",16,133023,27.7399816513062,0.404339134693146
"2008-02","50001",8,133023,27.5720386505127,0.281428962945938
"2008-03","50001",9,133023,27.4725837707519,-1.16028451919556
"2008-04","50001",11,133023,25.5219287872314,-1.3173018693924
"2008-05","50001",1,133023,23.2162990570069,-1.24727034568787
"2008-06","50001",0,133023,21.0818123817444,-1.42933976650238
"2008-07","50001",2,133023,24.9590492248536,-1.66035711765289
"2008-08","50001",1,133023,24.5992603302002,-1.70284605026245
"2008-09","50001",2,133023,24.888750076294,-1.74261629581451
"2008-10","50001",3,133023,27.8634366989136,-1.69222390651703
"2008-11","50001",2,133023,28.3498725891113,-1.62819719314575
"2008-12","50001",9,133023,28.512264251709,-2.01012635231018
"2009-01","50001",43,133799,27.3689451217651,-2.30683326721191
"2009-02","50001",484,133799,28.2081117630005,-2.02736282348633
"2009-03","50001",2192,133799,28.5382595062256,-1.89592671394348
"2009-04","50001",2211,133799,27.5775756835938,-2.52454423904419
"2009-05","50001",904,133799,25.1310844421387,-2.51563715934753
"2009-06","50001",77,133799,21.2731027603149,-1.81319427490234
"2009-07","50001",20,133799,21.8399915695191,-1.05307197570801
"2009-08","50001",11,133799,24.1562175750732,-0.543801188468933
"2009-09","50001",3,133799,25.5252571105957,-0.839780271053314
"2009-10","50001",5,133799,27.6688871383667,-0.669843792915344
"2009-11","50001",24,133799,30.301796913147,-1.40204846858978
"2009-12","50001",50,133799,28.1664228439332,-0.405264109373093
"2010-01","50001",229,138794,28.2212390899658,-0.352253288030624
"2010-02","50001",327,138794,29.1651039123535,-0.374464452266693
"2010-03","50001",443,138794,28.6789512634277,-0.400485098361969
"2010-04","50001",232,138794,26.2173128128052,-1.47297966480255
"2010-05","50001",62,138794,22.1544170379639,-1.33666169643402
"2010-06","50001",20,138794,23.0809497833252,-1.63816952705383
"2010-07","50001",11,138794,21.81862449646,-1.17968654632568
"2010-08","50001",5,138794,23.4319114685058,-1.33640480041504
"2010-09","50001",4,138794,26.6035108566284,-1.43168830871582
"2010-10","50001",10,138794,26.6915044784546,-1.60151791572571
"2010-11","50001",31,138794,27.0228252410889,-1.75981247425079
"2010-12","50001",41,138794,28.8363132476807,-0.792597889900208
"2011-01","50001",14,139796,28.3537492752075,0.529978573322296
"2011-02","50001",44,139796,27.6408491134644,1.03461420536041
"2011-03","50001",52,139796,27.2108135223389,1.34722054004669
"2011-04","50001",24,139796,26.5682878494262,1.77894854545593
"2011-05","50001",6,139796,23.8713703155518,-0.379193633794785
"2011-06","50001",0,139796,22.3317003250122,-0.367962390184402
"2011-07","50001",0,139796,23.2340097427368,-0.132403627038002
"2011-08","50001",2,139796,24.0621271133423,-0.0850950554013252
"2011-09","50001",2,139796,27.1668281555176,-0.151226162910461
"2011-10","50001",0,139796,27.6821336746216,-0.128383010625839
"2011-11","50001",2,139796,28.3793869018554,-0.520795524120331
"2011-12","50001",3,139796,28.3146190643311,-0.71702378988266
"2012-01","50001",2,140862,28.3378667831421,-0.743943989276886
"2012-02","50001",39,140862,28.4825849533081,-0.646714746952057
"2012-03","50001",183,140862,27.3955049514771,-0.926972031593323
"2012-04","50001",673,140862,26.2093715667725,-0.894299328327179
"2012-05","50001",239,140862,24.4776754379272,-0.8743776679039
"2012-06","50001",54,140862,22.6609106063842,-0.580494999885559
"2012-07","50001",9,140862,21.4601140022278,-0.798203647136688
"2012-08","50001",7,140862,25.0488195419312,-0.989766359329224
"2012-09","50001",7,140862,27.8040685653687,-1.51356625556946
"2012-10","50001",2,140862,29.121750831604,-2.10229420661926
"2012-11","50001",10,140862,28.5860624313354,-1.8468337059021
"2012-12","50001",16,140862,28.9350337982178,-2.27398610115051
"2013-01","50001",485,144615,28.7397165298462,-2.79003930091858
"2013-02","50001",662,144615,28.6511440277099,-2.91132402420044
"2013-03","50001",680,144615,27.5262384414673,-3.08315396308899
"2013-04","50001",232,144615,25.9644746780396,-2.67385315895081
"2013-05","50001",74,144615,24.562198638916,-2.7215051651001
"2013-06","50001",41,144615,23.3438892364502,-1.53899967670441
"2013-07","50001",25,144615,22.8452043533325,-1.6952987909317
"2013-08","50001",14,144615,21.9523482322693,-1.89562749862671
"2013-09","50001",16,144615,25.879994392395,-1.88484418392181
"2013-10","50001",5,144615,26.903639793396,-1.51498818397522
"2013-11","50001",16,144615,28.1154975891113,-1.50780344009399
"2013-12","50001",17,144615,28.9400873184204,-0.185635223984718
"2014-01","50001",51,145838,27.8159112930298,-0.0728084370493889
"2014-02","50001",72,145838,28.1762771606445,0.329911381006241
"2014-03","50001",85,145838,26.8772592544556,0.720239996910095
"2014-04","50001",48,145838,26.552354812622,0.62874037027359
"2014-05","50001",23,145838,23.9946022033691,0.957860291004181
"2014-06","50001",19,145838,23.4008836746216,1.03119397163391
"2014-07","50001",2,145838,22.5498180389405,1.41524910926819
"2014-08","50001",4,145838,25.8073463439941,1.43970382213593
"2014-09","50001",29,145838,28.6322498321533,1.3634375333786
"2014-10","50001",6,145838,29.7645635604859,0.218193799257278
"2014-11","50001",12,145838,28.1536054611206,0.500336110591888
"2014-12","50001",15,145838,28.3233203887939,0.180759891867638
"2015-01","50001",18,147030,28.6777715682983,0.26434800028801
"2015-02","50001",12,147030,28.4101104736328,0.317956060171127
"2015-03","50001",32,147030,27.9172344207764,0.277822196483612
"2015-04","50001",36,147030,26.9807844161988,0.113139301538467
"2015-05","50001",26,147030,24.5268001556396,0.187651753425598
"2015-06","50001",20,147030,24.0156183242798,0.0603497959673405
"2015-07","50001",7,147030,23.2973384857178,0.313547313213348
"2015-08","50001",12,147030,26.5180759429931,0.023062601685524
"2015-09","50001",5,147030,27.8219604492188,0.0502368323504925
"2015-10","50001",8,147030,27.6543245315551,-0.34783336520195
"2015-11","50001",14,147030,28.1596050262451,-0.238844975829124
"2015-12","50001",43,147030,28.8121223449707,-0.137725368142128
"2016-01","50001",77,148208,28.8964385986328,1.31499922275543
"2016-02","50001",114,148208,29.037974357605,1.95264732837677
"2016-03","50001",95,148208,27.0536375045777,0.305782824754715
"2016-04","50001",82,148208,27.6375417709351,-0.0353302992880344
"2016-05","50001",25,148208,22.5252408981323,-0.0237533710896969
"2016-06","50001",8,148208,20.153018951416,-0.589802801609039
"2016-07","50001",6,148208,22.8447265625,-0.901399374008179
"2016-08","50001",5,148208,24.8021602630615,-0.128860175609589
"2016-09","50001",6,148208,25.3601922988892,-0.00842909701168537
"2016-10","50001",12,148208,27.9008502960205,0.273073703050613
"2016-11","50001",11,148208,27.1831274032592,0.0093518253415823
"2016-12","50001",17,148208,27.9435367584228,-0.276606887578964
"2017-01","50001",20,149368,28.8971033096314,-0.65641975402832
"2017-02","50001",30,149368,28.3294878005982,0.112210296094418
"2017-03","50001",45,149368,27.9737691879273,0.0143693834543228
"2017-04","50001",39,149368,25.6016521453857,-0.0485040135681629
"2017-05","50001",16,149368,24.8087968826294,0.113497480750084
"2017-06","50001",9,149368,22.9061975479126,0.127356991171837
"2017-07","50001",11,149368,23.4395303726197,-0.283257752656937
"2017-08","50001",9,149368,25.7552089691162,-0.267947047948837
"2017-09","50001",12,149368,27.6650648117066,-0.416152775287628
"2017-10","50001",7,149368,27.75634765625,-0.456092655658722
"2017-11","50001",11,149368,27.8680458068848,-0.031383141875267
"2017-12","50001",9,149368,28.550817489624,0.186880141496658
"2018-01","50001",16,150852,27.7394170761109,0.59024852514267
"2018-02","50001",20,150852,27.7624607086181,0.602258801460266
"2018-03","50001",19,150852,27.473349571228,-0.639298915863037
"2018-04","50001",12,150852,27.8768167495728,-1.04491412639618
"2018-05","50001",4,150852,25.2841844558716,-0.899674594402313
"2018-06","50001",2,150852,21.2701625823975,-1.03344643115997
"2018-07","50001",1,150852,22.2814435958862,-1.30878257751465
"2018-08","50001",1,150852,22.2922124862671,-0.631523609161377
"2018-09","50001",1,150852,26.7084007263184,-0.655857801437378
"2018-10","50001",1,150852,27.6658630371094,-0.469316214323044
"2018-11","50001",4,150852,27.9412927627564,0.0552402175962925
"2018-12","50001",5,150852,28.5098314285278,-0.710533142089844
"2019-01","50001",8,151897,29.037236213684,-1.59552049636841
"2019-02","50001",17,151897,28.5671157836914,-1.76917803287506
"2019-03","50001",96,151897,27.4859828948975,-1.7353698015213
"2019-04","50001",226,151897,26.6442651748658,-1.67220950126648
"2019-05","50001",159,151897,24.5588846206665,-1.84986114501953
"2019-06","50001",94,151897,24.2906942367554,-2.24959421157837
"2019-07","50001",35,151897,22.1613693237305,-2.37190651893616
"2019-08","50001",26,151897,24.0644168853759,-2.67481517791748
"2019-09","50001",31,151897,27.1685590744018,-3.17272996902466
"2001-01","50002",1,99375,27.7888498306274,1.60573995113373
"2001-02","50002",0,99375,27.7907075881958,2.2443220615387
"2001-03","50002",5,99375,27.3390197753906,1.54781866073608
"2001-04","50002",5,99375,26.8480253219604,0.144743755459785
"2001-05","50002",4,99375,22.5439186096191,0.0052343187853694
"2001-06","50002",1,99375,21.5413513183594,-0.319281578063965
"2001-07","50002",2,99375,23.8734302520752,-0.531808376312256
"2001-08","50002",0,99375,26.0546789169311,-0.890479862689972
"2001-09","50002",0,99375,26.226263999939,-1.08585369586945
"2001-10","50002",0,99375,27.3242301940918,-1.36502254009247
"2001-11","50002",3,99375,27.8359174728393,-1.07348239421844
"2001-12","50002",3,99375,27.1134099960328,-0.841826856136322
"2002-01","50002",24,100374,27.6524391174316,-1.27390158176422
"2002-02","50002",25,100374,27.3924388885498,-1.14503395557404
"2002-03","50002",43,100374,28.1131629943848,-1.68016076087952
"2002-04","50002",33,100374,27.7402610778808,-2.18128061294556
"2002-05","50002",12,100374,25.1871891021729,-1.85520923137665
"2002-06","50002",4,100374,22.8768939971924,-2.12126636505127
"2002-07","50002",1,100374,22.6856422424316,-2.3444402217865
"2002-08","50002",1,100374,24.852071762085,-2.57568335533142
"2002-09","50002",1,100374,25.2418098449707,-2.88120770454407
"2002-10","50002",0,100374,29.0118255615235,-3.28127408027649
"2002-11","50002",8,100374,28.1685428619385,-3.54241871833801
"2002-12","50002",18,100374,28.2190799713135,-4.05493593215942
"2003-01","50002",62,101356,27.8176317214965,-2.97198510169983
"2003-02","50002",47,101356,27.7990398406982,-2.86938071250916
"2003-03","50002",61,101356,27.4290056228638,-2.71671843528748
"2003-04","50002",16,101356,25.5513458251953,-2.77346515655518
"2003-05","50002",5,101356,23.5086793899536,-2.71586728096008
"2003-06","50002",1,101356,24.2222499847412,-2.76823115348816
"2003-07","50002",2,101356,22.1573371887207,-2.82622218132019
"2003-08","50002",0,101356,22.1333937644958,-2.63697719573975
"2003-09","50002",0,101356,25.7076663970947,-2.15783762931824
"2003-10","50002",0,101356,27.4814682006836,-2.36569833755493
"2003-11","50002",2,101356,27.661205291748,-2.57818984985352
"2003-12","50002",0,101356,27.8377552032471,-2.5587010383606
"2004-01","50002",0,103417,28.0323057174682,-2.39037108421326
"2004-02","50002",3,103417,27.6985111236572,-2.257652759552
"2004-03","50002",0,103417,27.6007022857666,-2.38912129402161
"2004-04","50002",0,103417,27.3812313079834,-2.35563826560974
"2004-05","50002",0,103417,21.1271495819092,-1.4264657497406
"2004-06","50002",0,103417,22.4669313430786,-1.10431408882141
"2004-07","50002",0,103417,21.7585577964783,-0.93273514509201
"2004-08","50002",1,103417,23.469861984253,-0.929538428783417
"2004-09","50002",0,103417,26.3836269378662,-1.08584606647491
"2004-10","50002",0,103417,27.1799173355103,-1.00123369693756
"2004-11","50002",0,103417,26.8293676376343,-0.948466122150421
"2004-12","50002",0,103417,27.6137418746948,-1.0426173210144
"2005-01","50002",0,104556,26.9397974014282,-0.522997200489044
"2005-02","50002",0,104556,27.8854656219482,-1.48519158363342
"2005-03","50002",0,104556,27.62331199646,-1.88237917423248
"2005-04","50002",0,104556,26.0651941299438,-1.67080390453339
"2005-05","50002",1,104556,24.615662574768,-1.7594290971756
"2005-06","50002",1,104556,23.5553960800171,-1.73077702522278
"2005-07","50002",1,104556,21.687994480133,-1.82344675064087
"2005-08","50002",0,104556,24.8438196182251,-2.05449199676514
"2005-09","50002",0,104556,22.8472318649292,-1.62246596813202
"2005-10","50002",0,104556,26.7835388183594,-1.64512169361115
"2005-11","50002",0,104556,27.5694637298584,-1.48047590255737
"2005-12","50002",0,104556,27.5363502502442,-1.873370885849
"2006-01","50002",4,105688,27.7290687561036,-1.98273766040802
"2006-02","50002",2,105688,27.7700662612915,-1.99707758426666
"2006-03","50002",9,105688,27.6304092407226,-1.95819640159607
"2006-04","50002",11,105688,25.9736194610596,-1.80163407325745
"2006-05","50002",12,105688,22.0237169265747,-1.91785824298859
"2006-06","50002",14,105688,23.1220836639405,-1.98562657833099
"2006-07","50002",6,105688,23.9809837341308,-1.94995653629303
"2006-08","50002",3,105688,24.6993732452393,-2.10757184028626
"2006-09","50002",8,105688,25.0746870040893,-2.13923978805542
"2006-10","50002",22,105688,27.7363805770874,-0.510213315486908
"2006-11","50002",178,105688,27.6374788284302,-0.574666440486908
"2006-12","50002",293,105688,28.1472644805908,0.183425590395927
"2007-01","50002",1518,100599,27.6278238296509,0.839789092540741
"2007-02","50002",456,100599,28.0798311233521,1.06508100032806
"2007-03","50002",119,100599,27.5262613296509,-0.195978805422783
"2007-04","50002",21,100599,27.0023031234741,-0.0480128638446331
"2007-05","50002",1,100599,22.5254545211792,-0.56373929977417
"2007-06","50002",0,100599,22.74378490448,-0.901168346405029
"2007-07","50002",0,100599,20.8741250038147,-0.976286768913269
"2007-08","50002",0,100599,22.3419551849366,-1.19606649875641
"2007-09","50002",0,100599,27.992431640625,-1.7425252199173
"2007-10","50002",5,100599,27.8774089813232,-1.92100942134857
"2007-11","50002",20,100599,27.4270849227906,-0.716685175895691
"2007-12","50002",288,100599,27.5373678207398,-0.55394834280014
"2008-01","50002",0,103587,26.9540262222291,-0.0258152317255735
"2008-02","50002",1,103587,27.1567306518555,0.43755629658699
"2008-03","50002",5,103587,26.9811439514161,-1.07951843738556
"2008-04","50002",3,103587,25.279239654541,-1.27615201473236
"2008-05","50002",0,103587,22.8532238006592,-1.30817854404449
"2008-06","50002",1,103587,20.9869489669799,-1.502272605896
"2008-07","50002",0,103587,24.7177276611328,-1.77998435497284
"2008-08","50002",0,103587,24.4390935897828,-1.8462393283844
"2008-09","50002",0,103587,24.154990196228,-1.89774215221405
"2008-10","50002",1,103587,27.6093463897706,-1.96579658985138
"2008-11","50002",1,103587,27.7358856201172,-1.71789181232452
"2008-12","50002",0,103587,28.1915407180786,-2.09922933578491
"2009-01","50002",5,104043,26.6146602630615,-2.26426100730896
"2009-02","50002",2,104043,27.8566150665283,-2.35263562202454
"2009-03","50002",5,104043,28.245397567749,-2.47611260414124
"2009-04","50002",10,104043,27.381275177002,-3.01646280288696
"2009-05","50002",15,104043,24.6503534317017,-3.05876684188843
"2009-06","50002",16,104043,20.9398112297058,-1.91193735599518
"2009-07","50002",7,104043,21.4307765960694,-0.446790814399719
"2009-08","50002",1,104043,23.8794193267822,-0.34836819767952
"2009-09","50002",17,104043,24.885048866272,-0.659732937812805
"2009-10","50002",36,104043,27.3854217529296,-0.385616481304169
"2009-11","50002",181,104043,29.9062156677246,-0.824030518531799
"2009-12","50002",293,104043,27.6532630920411,-0.20700666308403
"2010-01","50002",255,105446,27.4454126358033,-0.165613129734993
"2010-02","50002",84,105446,28.7831020355225,-0.0500193014740944
"2010-03","50002",51,105446,28.0725984573364,-0.304251283407211
"2010-04","50002",19,105446,25.9094409942627,-0.781970381736755
"2010-05","50002",3,105446,21.7674074172973,-0.450998812913895
"2010-06","50002",4,105446,22.7853021621704,-0.736691534519196
"2010-07","50002",0,105446,21.583758354187,-0.392228215932846
"2010-08","50002",1,105446,23.1861591339112,-0.567652881145477
"2010-09","50002",3,105446,25.9061279296875,-0.3780317902565
"2010-10","50002",2,105446,26.2288475036622,-0.607808411121368
"2010-11","50002",2,105446,26.4611387252808,-0.735529601573944
"2010-12","50002",12,105446,28.1379928588868,-0.304101377725601
"2011-01","50002",14,105957,27.6200103759765,0.12122754752636
"2011-02","50002",25,105957,27.2749404907226,0.670135498046875
"2011-03","50002",4,105957,26.7394609451294,0.684945702552795
"2011-04","50002",3,105957,26.2436800003051,1.22116649150848
"2011-05","50002",1,105957,23.4266309738159,-0.69047874212265
"2011-06","50002",0,105957,21.937744140625,-0.786693334579468
"2011-07","50002",0,105957,22.8096485137939,-0.469052970409393
"2011-08","50002",1,105957,23.9089221954346,-0.454693049192429
"2011-09","50002",0,105957,26.3928136825561,-0.534968912601471
"2011-10","50002",4,105957,27.4982433319092,-0.447561651468277
"2011-11","50002",0,105957,27.6559028625488,-0.717804133892059
"2011-12","50002",0,105957,27.7204370498658,-0.913106203079224
"2012-01","50002",1,106489,27.5371894836425,-0.715733647346497
"2012-02","50002",6,106489,28.288743019104,-0.659306347370148
"2012-03","50002",5,106489,26.8782835006714,-1.07568097114563
"2012-04","50002",5,106489,25.8526983261108,-0.547861397266388
"2012-05","50002",3,106489,24.053915977478,-0.749801993370056
"2012-06","50002",7,106489,22.3606128692627,-0.363409757614136
"2012-07","50002",2,106489,21.0777506828308,-0.796485722064972
"2012-08","50002",1,106489,25.1257848739624,-1.00729382038116
"2012-09","50002",2,106489,27.2623720169067,-1.33584272861481
"2012-10","50002",5,106489,29.0006265640259,-1.65079653263092
"2012-11","50002",78,106489,28.3179941177369,-1.52130746841431
"2012-12","50002",125,106489,28.5197401046753,-1.87814939022064
"2013-01","50002",1013,108827,27.9458723068237,-2.49193120002747
"2013-02","50002",1077,108827,28.0540847778321,-2.83132457733154
"2013-03","50002",539,108827,27.017128944397,-3.04248094558716
"2013-04","50002",151,108827,25.5930871963501,-1.87689077854157
"2013-05","50002",40,108827,24.2272787094116,-1.91618263721466
"2013-06","50002",9,108827,23.0786113739013,-1.3097083568573
"2013-07","50002",10,108827,22.4004125595093,-1.54008853435516
"2013-08","50002",5,108827,21.9247612953186,-1.5959404706955
"2013-09","50002",1,108827,25.4467220306396,-1.72654175758362
"2013-10","50002",6,108827,26.8500118255616,-1.65393126010895
"2013-11","50002",3,108827,27.7635774612427,-1.73183715343475
"2013-12","50002",27,108827,28.3821649551392,-1.38580071926117
"2014-01","50002",29,109410,27.3674325942993,-1.15086686611176
"2014-02","50002",33,109410,28.1627559661866,0.0687983557581902
"2014-03","50002",19,109410,26.4775199890137,0.519336879253388
"2014-04","50002",7,109410,26.1732378005982,0.335246503353119
"2014-05","50002",6,109410,23.5640058517456,0.638127982616425
"2014-06","50002",2,109410,23.0330371856689,0.738521873950958
"2014-07","50002",3,109410,22.2485322952271,1.07307314872742
"2014-08","50002",4,109410,25.4022750854492,1.10805034637451
"2014-09","50002",3,109410,27.6278429031372,1.14214682579041
"2014-10","50002",1,109410,29.619179725647,0.402692049741745
"2014-11","50002",2,109410,27.5941152572631,0.901189148426056
"2014-12","50002",2,109410,27.6830348968506,0.595213234424591
"2015-01","50002",16,109979,27.9655408859253,0.692026436328888
"2015-02","50002",10,109979,27.94753074646,0.498374491930008
"2015-03","50002",32,109979,27.3302040100097,0.149596750736237
"2015-04","50002",28,109979,26.5695495605469,0.2838294506073
"2015-05","50002",35,109979,24.1605224609375,0.525454699993134
"2015-06","50002",17,109979,23.851092338562,0.390119910240173
"2015-07","50002",5,109979,22.7896194458008,0.820566594600678
"2015-08","50002",10,109979,26.4351377487183,1.00010406970978
"2015-09","50002",13,109979,26.8997783660889,1.37490832805634
"2015-10","50002",23,109979,27.6922655105591,1.09509420394897
"2015-11","50002",38,109979,27.6727313995362,1.43631708621979
"2015-12","50002",72,109979,28.1602859497071,2.17717289924622
"2016-01","50002",279,110540,28.192328453064,3.09003472328186
"2016-02","50002",93,110540,28.6747608184814,4.12154912948608
"2016-03","50002",21,110540,26.5261087417603,1.08538472652435
"2016-04","50002",35,110540,27.4699649810791,0.892979383468628
"2016-05","50002",3,110540,22.1851415634155,1.0994439125061
"2016-06","50002",3,110540,19.939127445221,-0.367156594991684
"2016-07","50002",2,110540,22.4318494796753,-0.624629735946655
"2016-08","50002",2,110540,24.6396207809448,-0.393319845199585
"2016-09","50002",2,110540,24.7579479217529,-0.316670179367065
"2016-10","50002",3,110540,27.5247297286987,-0.282468974590302
"2016-11","50002",1,110540,26.8600521087646,-0.548497200012207
"2016-12","50002",8,110540,27.4066801071167,-0.824259877204895
"2017-01","50002",1,111093,28.0998058319092,-1.09776473045349
"2017-02","50002",2,111093,28.0358858108521,-0.558495700359345
"2017-03","50002",7,111093,27.5396556854248,-0.697318315505981
"2017-04","50002",1,111093,25.3307456970215,-0.704306423664093
"2017-05","50002",1,111093,24.6768741607667,-0.507457673549652
"2017-06","50002",4,111093,22.6427841186524,-0.416084825992584
"2017-07","50002",1,111093,23.074110031128,-0.743596374988556
"2017-08","50002",0,111093,25.6512117385864,-0.791855275630951
"2017-09","50002",1,111093,27.3913812637329,-0.899061262607575
"2017-10","50002",2,111093,27.5301551818848,-1.01739823818207
"2017-11","50002",2,111093,27.3571300506592,-0.360012650489807
"2017-12","50002",4,111093,28.0648393630982,-0.28287073969841
"2018-01","50002",19,111946,27.0638399124146,0.158661216497421
"2018-02","50002",6,111946,27.3087129592896,0.00624345242977142
"2018-03","50002",0,111946,27.0911474227905,-0.592196345329285
"2018-04","50002",2,111946,27.562515258789,-1.08515119552612
"2018-05","50002",1,111946,25.0175619125366,-0.831521272659302
"2018-06","50002",3,111946,21.4198703765869,-0.940092325210571
"2018-07","50002",0,111946,22.1530046463013,-1.2229642868042
"2018-08","50002",0,111946,22.1492304801941,-1.01107800006866
"2018-09","50002",0,111946,26.1046075820923,-0.54355788230896
"2018-10","50002",0,111946,27.3010616302491,-0.0476555116474628
"2018-11","50002",4,111946,27.7117691040039,0.439873397350311
"2018-12","50002",4,111946,28.2834644317627,-0.44206029176712
"2019-01","50002",4,112404,28.4244995117188,-1.11092674732208
"2019-02","50002",38,112404,28.2521772384643,-1.2716748714447
"2019-03","50002",124,112404,27.0642042160034,-1.12754368782043
"2019-04","50002",276,112404,26.4197158813476,-1.1358630657196
"2019-05","50002",78,112404,24.3960514068604,-1.41510653495789
"2019-06","50002",27,112404,24.2742071151733,-1.684854388237
"2019-07","50002",23,112404,21.8565435409546,-1.84761154651642
"2019-08","50002",10,112404,24.0627880096436,-2.10590076446533
"2019-09","50002",15,112404,26.8437328338623,-2.69246077537537
"2001-01","50003",0,105817,27.1803674697876,-0.672885775566101
"2001-02","50003",2,105817,27.2557239532471,-0.791676104068756
"2001-03","50003",6,105817,27.0051326751709,0.195576757192612
